Mp_Mjup,Mdot_Mjup_yr,alpha,kappaR,Rin_Rjup,Rout_AU,d_pc,wavelength,kappa_mm,Tb_avg_K,F_nu_muJy
3.0,1e-05,0.03,10.0,1.0,0.12,140,10mm,0.0005,26.2,0.12
3.0,1e-05,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,340.4,221.73
3.0,1e-05,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,223.0,62.10
3.0,1e-05,0.1,1.0,1.0,0.12,140,3mm,0.0041,64.9,3.39
3.0,1e-05,0.1,1.0,1.0,0.12,140,10mm,0.0005,8.4,0.04
3.0,1e-05,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,414.6,270.06
3.0,1e-05,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,246.0,68.50
3.0,1e-05,0.1,10.0,1.0,0.12,140,3mm,0.0041,63.5,3.32
3.0,1e-05,0.1,10.0,1.0,0.12,140,10mm,0.0005,8.2,0.04
3.0,3e-05,0.01,1.0,1.0,0.12,140,0.85mm,0.0354,537.9,350.42
3.0,3e-05,0.01,1.0,1.0,0.12,140,1.3mm,0.0172,564.2,157.13
3.0,3e-05,0.01,1.0,1.0,0.12,140,3mm,0.0041,672.1,35.15
3.0,3e-05,0.01,1.0,1.0,0.12,140,10mm,0.0005,236.0,1.11
3.0,3e-05,0.01,10.0,1.0,0.12,140,0.85mm,0.0354,690.2,449.63
3.0,3e-05,0.01,10.0,1.0,0.12,140,1.3mm,0.0172,791.1,220.31
3.0,3e-05,0.01,10.0,1.0,0.12,140,3mm,0.0041,1066.6,55.77
3.0,3e-05,0.01,10.0,1.0,0.12,140,10mm,0.0005,225.7,1.06
3.0,3e-05,0.03,1.0,1.0,0.12,140,0.85mm,0.0354,537.9,350.42
3.0,3e-05,0.03,1.0,1.0,0.12,140,1.3mm,0.0172,564.2,157.13
3.0,3e-05,0.03,1.0,1.0,0.12,140,3mm,0.0041,500.7,26.18
3.0,3e-05,0.03,1.0,1.0,0.12,140,10mm,0.0005,82.4,0.39
3.0,3e-05,0.03,10.0,1.0,0.12,140,0.85mm,0.0354,690.2,449.63
3.0,3e-05,0.03,10.0,1.0,0.12,140,1.3mm,0.0172,791.1,220.31
3.0,3e-05,0.03,10.0,1.0,0.12,140,3mm,0.0041,532.1,27.83
3.0,3e-05,0.03,10.0,1.0,0.12,140,10mm,0.0005,76.5,0.36
3.0,3e-05,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,537.9,350.42
3.0,3e-05,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,491.3,136.82
3.0,3e-05,0.1,1.0,1.0,0.12,140,3mm,0.0041,187.7,9.82
3.0,3e-05,0.1,1.0,1.0,0.12,140,10mm,0.0005,25.0,0.12
3.0,3e-05,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,690.2,449.63
3.0,3e-05,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,604.2,168.26
3.0,3e-05,0.1,10.0,1.0,0.12,140,3mm,0.0041,185.1,9.68
3.0,3e-05,0.1,10.0,1.0,0.12,140,10mm,0.0005,23.9,0.11
3.0,1e-04,0.01,1.0,1.0,0.12,140,0.85mm,0.0354,726.9,473.49
3.0,1e-04,0.01,1.0,1.0,0.12,140,1.3mm,0.0172,762.4,212.31
3.0,1e-04,0.01,1.0,1.0,0.12,140,3mm,0.0041,908.1,47.49
3.0,1e-04,0.01,1.0,1.0,0.12,140,10mm,0.0005,690.2,3.25
3.0,1e-04,0.01,10.0,1.0,0.12,140,0.85mm,0.0354,932.6,607.54
3.0,1e-04,0.01,10.0,1.0,0.12,140,1.3mm,0.0172,1068.9,297.68
3.0,1e-04,0.01,10.0,1.0,0.12,140,3mm,0.0041,1468.1,76.77
3.0,1e-04,0.01,10.0,1.0,0.12,140,10mm,0.0005,717.1,3.38
3.0,1e-04,0.03,1.0,1.0,0.12,140,0.85mm,0.0354,726.9,473.49
3.0,1e-04,0.03,1.0,1.0,0.12,140,1.3mm,0.0172,762.4,212.31
3.0,1e-04,0.03,1.0,1.0,0.12,140,3mm,0.0041,908.1,47.49
3.0,1e-04,0.03,1.0,1.0,0.12,140,10mm,0.0005,266.8,1.26
3.0,1e-04,0.03,10.0,1.0,0.12,140,0.85mm,0.0354,932.6,607.54
3.0,1e-04,0.03,10.0,1.0,0.12,140,1.3mm,0.0172,1068.9,297.68
3.0,1e-04,0.03,10.0,1.0,0.12,140,3mm,0.0041,1327.0,69.39
3.0,1e-04,0.03,10.0,1.0,0.12,140,10mm,0.0005,250.8,1.18
3.0,1e-04,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,726.9,473.49
3.0,1e-04,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,762.4,212.31
3.0,1e-04,0.1,1.0,1.0,0.12,140,3mm,0.0041,547.4,28.63
3.0,1e-04,0.1,1.0,1.0,0.12,140,10mm,0.0005,82.7,0.39
3.0,1e-04,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,932.6,607.54
3.0,1e-04,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,1068.9,297.68
3.0,1e-04,0.1,10.0,1.0,0.12,140,3mm,0.0041,560.4,29.30
3.0,1e-04,0.1,10.0,1.0,0.12,140,10mm,0.0005,77.1,0.36
10.0,1e-06,0.01,1.0,1.0,0.12,140,0.85mm,0.0354,310.6,202.32
10.0,1e-06,0.01,1.0,1.0,0.12,140,1.3mm,0.0172,290.5,80.90
10.0,1e-06,0.01,1.0,1.0,0.12,140,3mm,0.0041,113.7,5.94
10.0,1e-06,0.01,1.0,1.0,0.12,140,10mm,0.0005,15.2,0.07
10.0,1e-06,0.01,10.0,1.0,0.12,140,0.85mm,0.0354,398.5,259.59
10.0,1e-06,0.01,10.0,1.0,0.12,140,1.3mm,0.0172,361.2,100.59
10.0,1e-06,0.01,10.0,1.0,0.12,140,3mm,0.0041,112.2,5.87
10.0,1e-06,0.01,10.0,1.0,0.12,140,10mm,0.0005,14.5,0.07
10.0,1e-06,0.03,1.0,1.0,0.12,140,0.85mm,0.0354,228.5,148.82
10.0,1e-06,0.03,1.0,1.0,0.12,140,1.3mm,0.0172,143.1,39.86
10.0,1e-06,0.03,1.0,1.0,0.12,140,3mm,0.0041,39.5,2.06
10.0,1e-06,0.03,1.0,1.0,0.12,140,10mm,0.0005,5.1,0.02
10.0,1e-06,0.03,10.0,1.0,0.12,140,0.85mm,0.0354,272.4,177.42
10.0,1e-06,0.03,10.0,1.0,0.12,140,1.3mm,0.0172,153.9,42.86
10.0,1e-06,0.03,10.0,1.0,0.12,140,3mm,0.0041,38.8,2.03
10.0,1e-06,0.03,10.0,1.0,0.12,140,10mm,0.0005,5.0,0.02
10.0,1e-06,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,93.2,60.74
10.0,1e-06,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,49.2,13.69
10.0,1e-06,0.1,1.0,1.0,0.12,140,3mm,0.0041,11.9,0.62
10.0,1e-06,0.1,1.0,1.0,0.12,140,10mm,0.0005,1.5,0.01
10.0,1e-06,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,98.5,64.14
10.0,1e-06,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,48.8,13.58
10.0,1e-06,0.1,10.0,1.0,0.12,140,3mm,0.0041,11.8,0.62
10.0,1e-06,0.1,10.0,1.0,0.12,140,10mm,0.0005,1.5,0.01
10.0,3e-06,0.01,1.0,1.0,0.12,140,0.85mm,0.0354,408.7,266.26
10.0,3e-06,0.01,1.0,1.0,0.12,140,1.3mm,0.0172,428.7,119.39
10.0,3e-06,0.01,1.0,1.0,0.12,140,3mm,0.0041,301.5,15.76
10.0,3e-06,0.01,1.0,1.0,0.12,140,10mm,0.0005,45.3,0.21
10.0,3e-06,0.01,10.0,1.0,0.12,140,0.85mm,0.0354,524.5,341.64
10.0,3e-06,0.01,10.0,1.0,0.12,140,1.3mm,0.0172,601.1,167.40
10.0,3e-06,0.01,10.0,1.0,0.12,140,3mm,0.0041,307.9,16.10
10.0,3e-06,0.01,10.0,1.0,0.12,140,10mm,0.0005,42.3,0.20
10.0,3e-06,0.03,1.0,1.0,0.12,140,0.85mm,0.0354,408.7,266.26
10.0,3e-06,0.03,1.0,1.0,0.12,140,1.3mm,0.0172,332.6,92.63
10.0,3e-06,0.03,1.0,1.0,0.12,140,3mm,0.0041,116.0,6.07
10.0,3e-06,0.03,1.0,1.0,0.12,140,10mm,0.0005,15.2,0.07
10.0,3e-06,0.03,10.0,1.0,0.12,140,0.85mm,0.0354,524.5,341.64
10.0,3e-06,0.03,10.0,1.0,0.12,140,1.3mm,0.0172,396.8,110.51
10.0,3e-06,0.03,10.0,1.0,0.12,140,3mm,0.0041,114.2,5.97
10.0,3e-06,0.03,10.0,1.0,0.12,140,10mm,0.0005,14.7,0.07
10.0,3e-06,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,233.9,152.39
10.0,3e-06,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,137.5,38.30
10.0,3e-06,0.1,1.0,1.0,0.12,140,3mm,0.0041,35.6,1.86
10.0,3e-06,0.1,1.0,1.0,0.12,140,10mm,0.0005,4.6,0.02
10.0,3e-06,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,267.7,174.41
10.0,3e-06,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,143.1,39.84
10.0,3e-06,0.1,10.0,1.0,0.12,140,3mm,0.0041,35.1,1.83
10.0,3e-06,0.1,10.0,1.0,0.12,140,10mm,0.0005,4.5,0.02
10.0,1e-05,0.01,1.0,1.0,0.12,140,0.85mm,0.0354,552.3,359.78
10.0,1e-05,0.01,1.0,1.0,0.12,140,1.3mm,0.0172,579.3,161.32
10.0,1e-05,0.01,1.0,1.0,0.12,140,3mm,0.0041,674.2,35.26
10.0,1e-05,0.01,1.0,1.0,0.12,140,10mm,0.0005,148.9,0.70
10.0,1e-05,0.01,10.0,1.0,0.12,140,0.85mm,0.0354,708.7,461.63
10.0,1e-05,0.01,10.0,1.0,0.12,140,1.3mm,0.0172,812.2,226.19
10.0,1e-05,0.01,10.0,1.0,0.12,140,3mm,0.0041,831.9,43.50
10.0,1e-05,0.01,10.0,1.0,0.12,140,10mm,0.0005,138.0,0.65
10.0,1e-05,0.03,1.0,1.0,0.12,140,0.85mm,0.0354,552.3,359.78
10.0,1e-05,0.03,1.0,1.0,0.12,140,1.3mm,0.0172,579.3,161.32
10.0,1e-05,0.03,1.0,1.0,0.12,140,3mm,0.0041,349.0,18.25
10.0,1e-05,0.03,1.0,1.0,0.12,140,10mm,0.0005,50.4,0.24
10.0,1e-05,0.03,10.0,1.0,0.12,140,0.85mm,0.0354,708.7,461.63
10.0,1e-05,0.03,10.0,1.0,0.12,140,1.3mm,0.0172,812.2,226.19
10.0,1e-05,0.03,10.0,1.0,0.12,140,3mm,0.0041,351.6,18.39
10.0,1e-05,0.03,10.0,1.0,0.12,140,10mm,0.0005,47.3,0.22
10.0,1e-05,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,522.7,340.52
10.0,1e-05,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,372.4,103.71
10.0,1e-05,0.1,1.0,1.0,0.12,140,3mm,0.0041,117.7,6.15
10.0,1e-05,0.1,1.0,1.0,0.12,140,10mm,0.0005,15.2,0.07
10.0,1e-05,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,657.4,428.23
10.0,1e-05,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,426.6,118.80
10.0,1e-05,0.1,10.0,1.0,0.12,140,3mm,0.0041,115.0,6.02
10.0,1e-05,0.1,10.0,1.0,0.12,140,10mm,0.0005,14.9,0.07
10.0,3e-05,0.01,1.0,1.0,0.12,140,0.85mm,0.0354,726.9,473.49
10.0,3e-05,0.01,1.0,1.0,0.12,140,1.3mm,0.0172,762.4,212.31
10.0,3e-05,0.01,1.0,1.0,0.12,140,3mm,0.0041,908.1,47.49
10.0,3e-05,0.01,1.0,1.0,0.12,140,10mm,0.0005,416.7,1.96
10.0,3e-05,0.01,10.0,1.0,0.12,140,0.85mm,0.0354,932.6,607.54
10.0,3e-05,0.01,10.0,1.0,0.12,140,1.3mm,0.0172,1068.9,297.68
10.0,3e-05,0.01,10.0,1.0,0.12,140,3mm,0.0041,1468.1,76.77
10.0,3e-05,0.01,10.0,1.0,0.12,140,10mm,0.0005,408.8,1.92
10.0,3e-05,0.03,1.0,1.0,0.12,140,0.85mm,0.0354,726.9,473.49
10.0,3e-05,0.03,1.0,1.0,0.12,140,1.3mm,0.0172,762.4,212.31
10.0,3e-05,0.03,1.0,1.0,0.12,140,3mm,0.0041,805.3,42.11
10.0,3e-05,0.03,1.0,1.0,0.12,140,10mm,0.0005,149.6,0.70
10.0,3e-05,0.03,10.0,1.0,0.12,140,0.85mm,0.0354,932.6,607.54
10.0,3e-05,0.03,10.0,1.0,0.12,140,1.3mm,0.0172,1068.9,297.68
10.0,3e-05,0.03,10.0,1.0,0.12,140,3mm,0.0041,908.2,47.49
10.0,3e-05,0.03,10.0,1.0,0.12,140,10mm,0.0005,138.7,0.65
10.0,3e-05,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,726.9,473.49
10.0,3e-05,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,740.8,206.30
10.0,3e-05,0.1,1.0,1.0,0.12,140,3mm,0.0041,332.5,17.39
10.0,3e-05,0.1,1.0,1.0,0.12,140,10mm,0.0005,45.5,0.21
10.0,3e-05,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,932.6,607.54
10.0,3e-05,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,964.3,268.55
10.0,3e-05,0.1,10.0,1.0,0.12,140,3mm,0.0041,329.6,17.24
10.0,3e-05,0.1,10.0,1.0,0.12,140,10mm,0.0005,43.1,0.20
10.0,1e-04,0.01,1.0,1.0,0.12,140,0.85mm,0.0354,982.1,639.78
10.0,1e-04,0.01,1.0,1.0,0.12,140,1.3mm,0.0172,1030.1,286.88
10.0,1e-04,0.01,1.0,1.0,0.12,140,3mm,0.0041,1227.1,64.17
10.0,1e-04,0.01,1.0,1.0,0.12,140,10mm,0.0005,1174.2,5.53
10.0,1e-04,0.01,10.0,1.0,0.12,140,0.85mm,0.0354,1260.2,820.90
10.0,1e-04,0.01,10.0,1.0,0.12,140,1.3mm,0.0172,1444.3,402.23
10.0,1e-04,0.01,10.0,1.0,0.12,140,3mm,0.0041,1983.7,103.74
10.0,1e-04,0.01,10.0,1.0,0.12,140,10mm,0.0005,1264.5,5.95
10.0,1e-04,0.03,1.0,1.0,0.12,140,0.85mm,0.0354,982.1,639.78
10.0,1e-04,0.03,1.0,1.0,0.12,140,1.3mm,0.0172,1030.1,286.88
10.0,1e-04,0.03,1.0,1.0,0.12,140,3mm,0.0041,1227.1,64.17
10.0,1e-04,0.03,1.0,1.0,0.12,140,10mm,0.0005,474.1,2.23
10.0,1e-04,0.03,10.0,1.0,0.12,140,0.85mm,0.0354,1260.2,820.90
10.0,1e-04,0.03,10.0,1.0,0.12,140,1.3mm,0.0172,1444.3,402.23
10.0,1e-04,0.03,10.0,1.0,0.12,140,3mm,0.0041,1983.7,103.74
10.0,1e-04,0.03,10.0,1.0,0.12,140,10mm,0.0005,457.1,2.15
10.0,1e-04,0.1,1.0,1.0,0.12,140,0.85mm,0.0354,982.1,639.78
10.0,1e-04,0.1,1.0,1.0,0.12,140,1.3mm,0.0172,1030.1,286.88
10.0,1e-04,0.1,1.0,1.0,0.12,140,3mm,0.0041,914.1,47.80
10.0,1e-04,0.1,1.0,1.0,0.12,140,10mm,0.0005,150.4,0.71
10.0,1e-04,0.1,10.0,1.0,0.12,140,0.85mm,0.0354,1260.2,820.90
10.0,1e-04,0.1,10.0,1.0,0.12,140,1.3mm,0.0172,1444.3,402.23
10.0,1e-04,0.1,10.0,1.0,0.12,140,3mm,0.0041,971.6,50.81
10.0,1e-04,0.1,10.0,1.0,0.12,140,10mm,0.0005,139.7,0.66
